USER,DATE,STAR,LIKE,TITLE,REVIEW
리로드09,2023-09-17 05:46:08-07:00,1,0,아래다른분 후기처럼 업데이트했더니,파란화면만 뜨고 넘어가질 않음
ㅇ.ㅇㅅ,2023-09-15 18:04:49-07:00,2,0,이 앱은 회원탈퇴가 불가능한가요?,"앱 삭제를 하려고 하니, 정보가 저장되어있어서 
탈퇴에 대한 내용은 전혀 없어서요 
회원탈퇴 방법 알려주시면 감사하겠습니다."
배고플땐요기요,2023-09-13 03:28:19-07:00,1,0,앱이 안 열려요,"아이폰xs 사용자이고 ios 버전은 16.6.1입니다. 나만의 닥터 앱을 6.0.0으로 업데이트하고나서 앱이 처음에 뜨는 파란 화면 이후로 넘어가지 않습니다. 대기하면 열릴까 싶어 기다리면 홈화면으로 튕기고요. 앱을 아예 지웠다가 재설치하면 다시 열리긴 하지만 두세 번 정도는 잘 열리다가도 다시 또 먹통이 돼요.
파란 화면 말씀드린 거는 진짜 파란바탕색만 있는 화면 말하는 겁니다. 원래 정상작동할 때는 앱 최신화한다는 문구와 프로그레스바가 뜨는데, 오류날 때는 그냥 아무 문구도 없이 그냥 파란 바탕화면만 떠요."
ilililili01,2023-08-28 08:12:13-07:00,1,0,작동 잘 안되고 혜택도 미미함,"요즘 앱에 만보기는 다 있어서 걸음수 똑같이 올라가는데 이것만 엄청 느리고 안올라감
재부팅 해도 안돼서 포인트 박스 계속 못받음
걷기 모임도 초반에는 20원 이상은 주더니 이제 한자리수 나옴 6원 7원 모아서 수수료는 몇십프로 혜택도 없음 이벤트도 계속 줄였다 없애고 렉도 많고 오래 이용할 사람 없을듯 주변에도 가입시켰는데 다 탈퇴함 추가로 상담원 문의 답변 엄청 느리고 불친절함"
이으우울,2023-08-15 21:16:51-07:00,1,0,짜증남,비대면 진료로 당일 퀵도 가능하다해서 회원가입하고 병원 진료보고나니까 그뒤부터 난리;; 다 거절 큇 거절 당일 거절 주변약국 다 괜찮다는 식으로 홍보해서 비대면 진료보고 결제했으나 병원비는 병원비대로 나가고 약국은 계속 거절함 받아주는 곳없고 직접 방문 수령하고 싶으나 주변약국 전화하니까 비웃던데 ㅋㅋ 이거 어플 자체를 별로 이용안하는데 하는 사람은 있긴한건가? 택배 시켰는데 8/12일날 택배 신청했으나 아직도 출발도 안해 연락도 없어 개 같음 170000원 결제했으나 두번다시 안쓸예정임
존ㄴㄴ나,2023-07-24 03:14:50-07:00,5,0,건의 드리고 싶은게 있습니다,"1.결제 전에 금액이 얼마인지 확인하고 결제하게 해주세요. 
결제하기 누르면 바로 결제가 되어 버리니까 얼마 나왔는지 은행 문자를 봐야만 알 수 있습니다. 결제 전에 확인창이 뜨게 해주세요. 

2.저는 지방에 살아서 퀵이나 빠른 배송 이용이 안되더라구요. 부득이하게 택배를 사용해야하는데 약국에서는 바로 택배를 보내 주지 않습니다. 약국도 바쁘니까 자기들 할일 다 끝내고 약을 몰아서 배송 보내는거 같아요. 이런 처리 과정에 대한 설명이 너무 부족하고 택배 배송시 운송장 번호를 입력하는 공간을 만들어주세요. 그래야 약국측에서 택배를 보내고 운송장을 입력하죠. 그럼 환자들은 택배 배송 현황을 빠르게 확인할 수 있습니다.

3.신고 및 의견 건의 공간을 만들어주세요. 병원에 예약했는데 제가 선택한 의사가 바쁘단 이유로 다른 의사로 바뀌는 경우도 있고, 약 부작용에 대한 설명도 기계처럼 복사 붙여넣기 하듯이 같은 말만 줄줄 읽어주고 부가적인 설명이 너무 부족합니다. 다른 질문을 하려고 해도 서둘러 끊으려고 하거나 애매하게 대답해서 의사가 맞는지 의심이 됩니다. 

4. 병원과 약국에 대한 후기를 따로 남길 수 있게 해주세요"
그레비티이,2023-07-21 18:28:26-07:00,5,0,엄청 편하고 좋아요,귯굿
divjwoskaljgjv,2023-07-15 21:55:31-07:00,1,0,약처방 안됩니다,"진료는 편리하나 중요한 약처방이 안됩니다.
앱 내에서 근처 약국으로 팩스 보냈는데
실제 약국에 방문하면 처방안해줍니다.

비대면 진료 관련 법이 바뀌었다는데
이런 중요한 사실을 안내하지도 않고
어떻게 서비스를 운영하고 계신가요..?"
Yeonhun,2023-07-15 02:24:22-07:00,1,0,불편,"의사랑 비대면으로 하는건 좋은데
처방전 약이 없는경우 , 다시 어떻게 의사와 컨택해야하는지 등 ㅋㅋ 아무것도 정보가 없네요
6천원 넘게 진료비만 날렸어요"
애미콜라,2023-07-14 19:59:15-07:00,5,0,조아여엉어어엉어어ㅓㅇ아앙아,우아아아앙
고만좀해,2023-07-12 17:39:47-07:00,1,1,리뷰 그만삭제하세요 소비자는 알 권리가 있습니다,"이런 기분나쁜 어플은 처음 써보네요. 제일 중요한점을 어플에서도 병원에서도 고지를 안해주시다니 소비자 기만하시는건지
병원에서도 본인은 진료비 받았으니 끝이다 나몰라라하는것도 어이가 없네요
어플 리뷰보니 저같은 사람들이 많더군요 주변약국에서 약 취급자체를 안해서 발급받지 못한사람들이요 그 외에 비대면진료라 약 자체를 안 지어주는 약국도 있고요
이런 허술한 어플땜에 손해입은건 누가 책임져주나요?
적어도 소비자입장을 생각하신다면 공지사항에 필히 적어놓든 하셨어야죠?
처방전에 기간이 있는줄도 몰랐던 사람은 그냥 2만원 눈뜨고 코베이는거네요.
이런식으로 운영하신다면 이용자들이 더 줄어들겁니다 다시는 이용하고싶지 않네요."
토익커ㅋ,2023-07-08 06:48:33-07:00,1,0,혜택 줄이려고 꼼수 업뎃을 너무 하네,만보기 좀 그만 건드려라 쫌
마디어굳디,2023-07-07 18:31:59-07:00,4,0,로그인문제,카카오톡 계정으로 가입했습니다. 로그인 풀려있길래 다시 로그인 하려니 이미 가입된 계정이라는 알림만 뜨고 로그인은 되질 않네요.. 조속한 조치 부탁드립니다.
다ㅏㅇ다닫,2023-07-01 10:08:45-07:00,1,1,약국에서 비대면으로 약처방 불가하다고하네요,법적으로 이제 비대면으로 약 처방 못 하게 바뀌었다고 해요. 의사쪽은 약처방 가능하다고 하고 약국은 법적으로 안 된다고 해서 뭐라 따질 수도 없고 그냥 진료비만 날렸어요 다들 참고하세요
kimjuim88888,2023-06-28 01:05:36-07:00,5,0,너무 간편하고 좋네요,"일하다보면 병원가기가 쉽지않은데
이런 어플이 있어서 처방 조제까지 한번에 연계되니 편하고 좋아요"
